FBgn0025800,Smox,"cg2262, cg2262-pa, cg2262-ra, dmel\cg2262, dsmad2, fbgn0024186, fbgn0024304, fbgn0040171, l(1)g0348, sad, sisters against dpp, smad, smad2, smox, smox/dsmad2, ted, temporarily deranged, tmp"
FBgn0030001,cyr,"cg15335, cg15335-pb, cg15335-rb, cg15338, cypher, dmel\cg15335, fbgn0030002"
FBgn0030000,CG2260,dmel\cg2260
FBgn0030038,CG1440,dmel\cg1440
FBgn0023506,Es2,"cg1474, cg1474-pa, cg1474-ra, dmel\cg1474, es, es2, q8t9f3, q9w3f2"
FBgn0014465,Cp7Fb,"b, c, cg15350, cg15350-pa, cg15350-ra, cp7fb, dmel\cg15350, fbgn0030044"
FBgn0014466,Cp7Fc,"cg15351, cg15351-pa, cg15351-ra, d, dmel\cg15351, e, fbgn0030045, s37"
FBgn0000359,Cp36,"a4uly0, cg1478, cg1478-pa, cg1478-ra, cp36, dec-2, dec2, dec[[2]], defective chorion 2, dmel\cg1478, dms36, e4, fbgn0000428, fs(1)c2, q9w3e6, s36, s36-1, s365, shell-36"
FBgn0000360,Cp38,"a4uly8, a9un49, a9un60, ace1, cg11213, cg11213-pa, cg11213-ra, chorion prot 38, cp38, dmel\cg11213, dms38, e3, fbgn0004940, q9w3e5, s38, s38-1, shell-38"
FBgn0053181,CG33181,"cg1521, cg32714, cg32714-pc, cg32714-pd, cg32714-pe, cg32714-pf, cg32714-pg, cg32714-rc, cg32714-rd, cg32714-re, cg32714-rf, cg32714-rg, cg33181-pa, cg33181-ra, dmel\cg33181, fban0033181, fbgn0030046, fbgn0047087, fbgn0052714, fbpp0071153, fbtr0071206"
FBgn0030049,Trf4-1,"aaf46390, cg11265, cg11265-pc, cg11265-pe, cg11265-pf, cg11265-pg, cg11265-rc, cg11265-re, cg11265-rf, cg11265-rg, dmel\cg11265, dmtrf4-1, trf4"
FBgn0030052,CG12065,dmel\cg12065
FBgn0030053,CG12081,dmel\cg12081
FBgn0025864,Crag,"calmodulin-binding protein related to a rab3 gdp-gtp exchange protein, cg12737, cg12737-pa, cg12737-pb, cg12737-ra, cg12737-rb, cj, crag, dmel\cg12737"
FBgn0030055,CG12772,"dmel\cg12772, fbgn 30055, rubicon"
FBgn0030056,CG11284,"cg11285, dmel\cg11284"
FBgn0027864,Ogg1,"1795, bcdna:ld19945, cg1795, cg1795-pa, cg1795-ra, dmel\cg1795, dogg1"
FBgn0030058,CG11294,"ct31519, dmel\cg11294"
FBgn0030057,Ppt1,"cg12108, cg12108-pa, cg12108-ra, dmel\cg12108, dmppt1, palmitoyl protein thioesterase 1, palmitoyl-protein thioesterase 1, ppt1, q6nl60, q8mt82"
FBgn0030054,Caf1-180,"caf-1 large subunit, caf-1 p180, caf1-180, caf1-p180, caf1p180, cg12109, cg12109-pa, cg12109-pb, cg12109-ra, cg12109-rb, dcaf-1-180, dcaf-1-p180, dmel\cg12109, nurf, p180"
FBgn0040929,CG12659,"dmel\cg12659, q8t0c5"
FBgn0030051,spirit,"c-sp33, cg2056, cg2056-pa, cg2056-pb, cg2056-ra, cg2056-rb, dmel\cg2056, sp33, spirit"
FBgn0030050,CG12111,dmel\cg12111
FBgn0030048,CG12112,dmel\cg12112
FBgn0026679,IntS4,"cg12113, cg12113-pa, cg12113-ra, dmel\cg12113, fbgn0030047, int4, l(1)g0095, l(1)g0095-pa, l(1)g0095-ra, lethal (1) g0095"
FBgn0024943,PIP82,"cg11219, cg11219-pa, cg11219-ra, dmel\cg11219"
FBgn0003023,otu,"a4v451, cg12743, cg12743-pa, cg12743-pb, cg12743-pc, cg12743-ra, cg12743-rb, cg12743-rc, dmel\cg12743, drootua, fs(1)231, fs(1)23l, fs(1)ja265, fs(1)m101, fs(1)otu, k, otu, ovarian tumor, ovarian tumour, q8syf4, q9gyd8, q9twa9, q9w3e4, unnamed"
FBgn0053223,CG33223,dmel\cg33223
FBgn0030041,CG12116,"144701_at, dmel\cg12116"
FBgn0014032,Sptr,"cg12117, cg12117-pa, cg12117-ra, dmel\cg12117, sepiapterin reductase, sptr, sr"
FBgn0030040,CG15347,"dmel\cg15347, q8szm5"
FBgn0052713,CG32713,dmel\cg32713
FBgn0021767,org-1,"cg11202, cg11202-pa, cg11202-ra, dm-org-1, dmel\cg11202, fbgn0024203, omb-related gene-1, optomotor-blind-related gene-1, optomotor-blind-related-1, optomotor-blind-related-protein-1, org-1"
FBgn0030039,CG12123,dmel\cg12123
FBgn0030037,CG12125,dmel\cg12125
FBgn0052712,CG32712,dmel\cg32712
FBgn0041629,Hexo2,"cg1787, cg1787-pa, cg1787-ra, cg1787-rb, dmel\cg1787, dmhex2, fbgn0030059, hex 2, hex2, hexo2, q9w3c5"
FBgn0030061,CG1785,dmel\cg1785
FBgn0030063,CG1789,dmel\cg1789
FBgn0030065,CG12075,"dmel\cg12075, q8t070"
FBgn0030067,Rbm13,"cg10648, cg10648-pa, cg10648-ra, dmel\cg10648, rbm13"
FBgn0030073,CG10962,"bcdna:re29909, cg7090, dmel\cg10962, ep(x)1565, ep1565, fbgn0030072, fbgn0047129, fbgn0062683"
FBgn0030074,CG12662,dmel\cg12662
FBgn0030071,CG12661,dmel\cg12661
FBgn0011586,e(r),"a4v463, cg1871, cg1871-pa, cg1871-pb, cg1871-ra, cg1871-rb, dmel\cg1871, er, er_drome, fbgn0030068, q9w3b1"
FBgn0030066,CG1885,dmel\cg1885
FBgn0011661,Moe,"a4v458, anon-wo03040301.155, anon-wo03040301.157, anon-wo03040301.159, anon-wo03040301.161, cg10701, cg10701-pa, cg10701-pb, cg10701-pc, cg10701-pd, cg10701-pe, cg10701-pf, cg10701-pg, cg10701-ph, cg10701-pi, cg10701-pj, cg10701-ra, cg10701-rb, cg10701-rc, cg10701-rd, cg10701-re, cg10701-rf, cg10701-rg, cg10701-rh, cg10701-ri, cg10701-rj, d17, dmel\cg10701, dmoe, dmoesin, emr1, erm, ezrin-moesin-radixin-1, ezrin-radixin-moesin, fbgn0013950, fbgn0014345, fbgn0026689, fbgn0027218, fbgn0028282, fbgn0028289, fbgn0066841, fbgn0066842, fbgn0066843, fbgn0066844, gma, l(1)g0067, l(1)g0323, l(1)g0404, l(1)g0415, moe, moes, moesin, moesin-like, moesin/ezrin/radixin homolog mrna, p91930, q24053, q24435, q7kvs6, q7kvs7, q9w3b4, q9w3b5, q9w3b6, q9w3b7"
FBgn0026411,Lim1,"bcdna:gh04929, cg10760, cg11354, cg11354-pa, cg11354-ra, dlim-1, dlim1, dmel\cg11354, fbgn0028495, fbgn0030064, lim, lim kinase, lim1, q9w3b9"
FBgn0027330,l(1)G0020,"cg1994, cg1994-pa, cg1994-ra, dmel\cg1994, fbgn0030062, p110, q6nr51"
FBgn0030060,CG2004,dmel\cg2004
FBgn0030082,HP1b,"cg7041, cg7041-pa, cg7041-ra, dmel\cg7041, heterochromatin protein 1b, hp1, hp1b"
FBgn0052707,APC4,"anaphase promoting complex 4, cg32707, cg32707-pa, cg32707-ra, cg4350, cg6997-ra, dmel\cg32707, fbgn0030083"
FBgn0052708,CG32708,"cg6997, cg6997-rb, dmel\cg32708, fbgn0030084"
FBgn0052706,CG32706,dmel\cg32706
FBgn0030085,CG6999,dmel\cg6999
FBgn0030086,CG7033,"cct2, dmel\cg7033, q8irm8_drome, q95ti2, q9w392_drome, sd02216p, tcp-1 subunit 2beta, tcp-1beta, tcp1-beta, tcp1beta"
FBgn0030088,Arfrp1,"arfrp1, arp1, cg7039, cg7039-pa, cg7039-ra, dmel\cg7039, q95rp3, q9w389"
FBgn0030089,AP-1gamma,"ap-1, ap-1 gamma, ap-1[gamma], ap1gamma, ap1gamma1, apl4, cg9113, cg9113-pa, cg9113-pb, cg9113-pc, cg9113-pd, cg9113-pe, cg9113-ra, cg9113-rb, cg9113-rc, cg9113-rd, cg9113-re, dgamma, dmel\cg9113, gamma, gamma subunit of ap-1 clathrin, gamma-ada, gamma-adaptin"
FBgn0030091,CG7065,"cg7065-rb, dmel\cg7065, q8t031, q9w386"
FBgn0030093,dalao,"anon-est:liang-1.83, baf57, bap 111, bap111, brahma associated protein 111kd, brm-associated protein 111, cg7055, cg7055-pa, cg7055-ra, clone 1.83, dalao, dmel\cg7055, fbgn0024493, fbgn0025971, fbgn0028547, unnamed"
FBgn0040467,Dip1,"cg15367, cg15367-pa, cg15367-ra, dip1, dmel\cg15367, fbgn0030095"
FBgn0026206,mei-P26,"af145661, bcdna:gh10646, cg12218, cg12218-pa, cg12218-ra, dmel\cg12218, fbgn0027551, mei-p26, mei-p26-p26-pa"
FBgn0030098,CG12057,"bcdna:lp05863, dmel\cg12057, fbgn0063115"
FBgn0030099,CG12056,dmel\cg12056
FBgn0030100,CG12106,"bcdna:gh03263, dmel\cg12106, fbgn0064980"
FBgn0030103,Obp8a,"8a, cg12665, cg12665-pa, cg12665-ra, dmel\cg12665, dmelobp8a"
FBgn0030104,CG15368,dmel\cg15368
FBgn0030105,CG15369,dmel\cg15369
FBgn0030107,CG15370,dmel\cg15370
FBgn0030108,Gr8a,"cg15371, cg15371-pa, cg15371-ra, dmel\cg15371, gr8a, gr8a-rb, gr8d1, gustatory receptor 8d1, q29qf1"
FBgn0010269,Dsor1,"cg15793, cg15793-pa, cg15793-ra, d-mek, d-mek/dsor, d-sor, d-sor-1, dmek, dmek-1, dmel\cg15793, downstream suppressor of raf 1, drodsor1, drosophila mek, dsor, dsor1, dsort, ek1-1, map kinase kinase, mapk kinase, mapkk, mek, mek/dsor1, mek1/2, mitogen-activated protein kinase kinase, q8ise0, q9w360, sor, sor/mek1, su(raf)34b"
FBgn0030114,CG17754,"bcdna:lp02641, dmel\cg17754, fbgn0047189"
FBgn0028292,ric8a,"cg15797, cg15797-pa, cg15797-ra, cg15797-rb, dmel\cg15797, dmric8, fbgn0030115, l(1)g0397, l(1)g0397-ra, ric-8, ric-8a"
FBgn0030122,CG16892,"aladin, dmel\cg16892"
FBgn0002576,lz,"amx, cg1689, cg1689-pa, cg1689-ra, dmel\cg1689, fs(1)a1569, fs(1)m69, lozenge, lz, lz-rb, q24183, q9nhx9, spe, spectacled"
FBgn0040234,c12.2,"cg12149, cg12149-pa, cg12149-ra, dmel\cg12149, fbgn0030125"
FBgn0040235,c12.1,"c12.1, cg12135, cg12135-pa, cg12135-ra, cwc15, dmel\cg12135, fbgn0030126"
FBgn0040236,c11.1,"c11.1, cg12132, cg12132-pa, cg12132-ra, dmel\cg12132, fbgn0030123"
FBgn0030121,Cfp1,"cg17446, cg17446-pa, cg17446-pb, cg17446-ra, cg17446-rb, cxxc1, dcfp1, dcxxc1, dmel\cg17446"
FBgn0030120,CG17440,"dmel\cg17440, q9w353"
FBgn0052703,Erk7,"cg17441, cg17441-ra, cg2309, cg2309-ra, cg32703, cg32703-pa, cg32703-pb, cg32703-pc, cg32703-ra, cg32703-rb, cg32703-rc, dmel\cg32703, erk7, extracellularly regulated kinase 7, fbgn0030118, fbgn0030119"
FBgn0030116,CR17438,cg17438
FBgn0000077,amx,"bcdna:gh02974, cg12127, cg12127-pa, cg12127-ra, dmel\cg12127, fbgn0028503, fs(1)amx, q9w361"
FBgn0052704,Ir8a,"cg12122, cg12122-ra, cg12666, cg12666-ra, cg32704, cg32704-pa, cg32704-ra, ct7438, dmel\cg32704, dmelir8a, fbgn0030110, fbgn0030111, ionotropic receptor 8a, ir8a"
FBgn0030109,CG12121,dmel\cg12121
FBgn0030102,CG12119,"dmel\cg12119, lincrna.971"
FBgn0030101,CG12118,dmel\cg12118
FBgn0030097,CG12115,"bcdna:lp02922, dmel\cg12115, fbgn0063130"
FBgn0030096,Zpr1,"cg9060, cg9060-pa, cg9060-ra, dmel\cg9060, zinc finger protein 1"
FBgn0040931,CG9034,"bcdna:rh45008, dmel\cg9034, fbgn0047012, gh20078"
FBgn0014868,Ost48,"anon-est:liang-1.11, cg9022, cg9022-pa, cg9022-ra, clone 1.11, dmel\cg9022, dmost50, drost, fbgn0026008, oligosaccaryltransferase 48kda subunit, ost48, ost48/wbp1, ots48, q24355, q9w382"
FBgn0030092,fh,"bcdna:at09528, cg8971, cg8971-pa, cg8971-ra, dfh, dmel\cg8971, fbgn0062513, frataxin, frataxin homologue, frataxin-like, q9gqq7, x25"
FBgn0030090,fend,"bcdna:rh56795, cg12664, cg12664-pb, cg12664-rb, dmel\cg12664, dromel_cg12664_fbtr0071349_ld14_morf, fbgn0062929, forked end, ld14, ld14-pb, ld14-rb, q9w387"
FBgn0004856,Bx42,"bx42, cg8264, cg8264-pa, cg8264-ra, dmel\cg8264, q9w390, ski-interacting protein, skip"
FBgn0030087,CG7766,"cg7766-rb, cg7766-rd, dmel\cg7766, q86b60, q95tz6"
FBgn0030081,CG7246,dmel\cg7246
FBgn0030078,CG10970,"bcdna:hl08157, dmel\cg10970, fbgn0062471"
FBgn0030077,CG15365,dmel\cg15365
FBgn0026149,BCL7-like,"bcl7-like, cg17252, cg17252-pa, cg17252-ra, dmel\cg17252"
FBgn0030136,RpS28b,"cg2998, cg2998-pa, cg2998-ra, dmel\cg2998, rs28_drome"
FBgn0001186,Hex-A,"cg3001, cg3001-pa, cg3001-pb, cg3001-ra, cg3001-rb, dm1, dmel\cg3001, fbgn0030140, hex, hex-a, hex-a%2cb, hex-a:b, hexa, hexokinase, hexokinase a, hk, hk-a"
FBgn0030141,Gga,"cg3002, cg3002-pb, cg3002-ra, cg3002-rb, dgga, dmel\cg3002, dmgga, dmgga1, gga, golgi-localised%2c gamma-ear containing%2c adp ribosylation factor-binding, golgi-localized%2c gamma-adaptin ear containing%2c arf binding protein, q95tm1"
FBgn0027084,Aats-lys,"cg12141, cg12141-pa, cg12141-pb, cg12141-ra, cg12141-rb, dmel\cg12141, fbgn0030143, krs, lysrs"
FBgn0052699,CG32699,"cg15318, cg18535, cg2996, cg32699-ra, ct7882, dmel\cg32699, fbgn0030138, fbgn0030139, fbgn0040935, lyso-pa acyltransferase, q86nx4, q95se4, q9w331, tok-like"
FBgn0052702,Cubn,"a9ykg2, a9ykg4, cg2996, cg32702, cg32702-pb, cg32702-rb, ct7882, cubilin, dcubilin, dcubn, dmel\cg32702, fbgn0030138, tmprss6 iron sensing, tok-like"
FBgn0030137,CG15317,dmel\cg15317
FBgn0028327,l(1)G0320,"cg2994, cg32701, cg32701-pa, cg32701-ra, dmel\cg32701, fbgn0030135, fbgn0052701"
